"","GROUP","ONTOLOGY","UP_DOWN","ONT_DESCRIPTION","Disease","EA_VALUE","GROUP_1","GROUP_2","sample","ANCESTORS","first_ancestor","first_ancestor_name"
"740","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006310","DOWN","biological_process","CU",1.68456239948313e-12,"control","CU.3.meses","FECAL","GO:0090304, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0008152","metabolic process"
"741","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006310","UP","biological_process","CU",4.63820478765105e-06,"control","CU.3.meses","FECAL","GO:0090304, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0008152","metabolic process"
"742","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006396","DOWN","biological_process","CU",0.00079082393391631,"control","CU.3.meses","FECAL","GO:0090304, GO:1901360, GO:0008152, GO:1901576, GO:0009059, GO:0009058, GO:0044249, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0016070, GO:0006807, GO:0010467, GO:0034641, GO:0071704","GO:0008152","metabolic process"
"743","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006400","DOWN","biological_process","CU",0,"control","CU.3.meses","FECAL","GO:0034470, GO:1901360, GO:0009451, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0016070, GO:0034641, GO:0141188, GO:0090304, GO:0008033, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0006396, GO:0044249, GO:0006139, GO:0043412, GO:0009987, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"744","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006419","DOWN","biological_process","CU",0.00115501552075104,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"745","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006422","DOWN","biological_process","CU",0.000128535474044004,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"746","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006423","DOWN","biological_process","CU",0.00353599035372503,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"747","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006424","DOWN","biological_process","CU",5.26204397637287e-07,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"748","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006424","UP","biological_process","CU",0.00646817276882006,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"749","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006428","UP","biological_process","CU",0.00269293538035473,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"750","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006430","DOWN","biological_process","CU",0.000485315371291381,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"751","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006431","DOWN","biological_process","CU",0.000702367899715144,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"752","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006432","DOWN","biological_process","CU",0.00155495370604136,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"753","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006433","DOWN","biological_process","CU",0.00425289513306611,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"754","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006435","DOWN","biological_process","CU",0.0072765351095049,"control","CU.3.meses","FECAL","GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0034641, GO:0090304, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0006807, GO:0010467, GO:0071704","GO:0008152","metabolic process"
"755","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006508","UP","biological_process","CU",0.0013352528880733,"control","CU.3.meses","FECAL","GO:0043170, GO:0019538, GO:0006807, GO:0008152, GO:1901564, GO:0044238, GO:0071704","GO:0008152","metabolic process"
"756","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006515","UP","biological_process","CU",0.000947233926514995,"control","CU.3.meses","FECAL","GO:0019538, GO:0009057, GO:0009056, GO:0030163, GO:0008152, GO:1901565, GO:1901575, GO:1901564, GO:0044238, GO:0043170, GO:0006807, GO:0006508, GO:0051603, GO:0071704","GO:0008152","metabolic process"
"757","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006526","DOWN","biological_process","CU",0.001678443961618,"control","CU.3.meses","FECAL","GO:0006082, GO:0170033, GO:0170034, GO:1901564, GO:0006520, GO:1901566, GO:0009058, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0016053, GO:0009064, GO:0009084, GO:0008152, GO:1901576, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:0006525, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0008152","metabolic process"
"758","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006537","DOWN","biological_process","CU",1.54372789227623e-07,"control","CU.3.meses","FECAL","GO:0006082, GO:0043648, GO:0170033, GO:0170034, GO:1901564, GO:0006520, GO:1901566, GO:0009058, GO:0170039, GO:0044238, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0006536, GO:0016053, GO:0009064, GO:0009084, GO:0008152, GO:1901576, GO:0043650, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0008152","metabolic process"
"759","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006541","DOWN","biological_process","CU",6.76094364230504e-07,"control","CU.3.meses","FECAL","GO:0006082, GO:0009064, GO:0170033, GO:0008152, GO:0006520, GO:1901564, GO:0044238, GO:0170039, GO:0044237, GO:0009987, GO:0043436, GO:0044281, GO:1901605, GO:0006807, GO:0019752, GO:0071704","GO:0008152","metabolic process"
"760","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006541","UP","biological_process","CU",1.94002329651924e-06,"control","CU.3.meses","FECAL","GO:0006082, GO:0009064, GO:0170033, GO:0008152, GO:0006520, GO:1901564, GO:0044238, GO:0170039, GO:0044237, GO:0009987, GO:0043436, GO:0044281, GO:1901605, GO:0006807, GO:0019752, GO:0071704","GO:0008152","metabolic process"
"761","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006605","DOWN","biological_process","CU",0.00698628605509834,"control","CU.3.meses","FECAL","GO:0045184, GO:0070727, GO:0051234, GO:0051179, GO:0051641, GO:0008104, GO:0033036, GO:0009987","GO:0051179","localization"
"762","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006614","DOWN","biological_process","CU",0.0073479350691608,"control","CU.3.meses","FECAL","GO:0070727, GO:0008104, GO:0045047, GO:0006612, GO:0090150, GO:0009987, GO:0045184, GO:0072594, GO:0006605, GO:0006613, GO:0051234, GO:0051179, GO:0051641, GO:0072657, GO:0033036, GO:0072599, GO:0033365, GO:0070972, GO:0051668","GO:0009987","cellular process"
"763","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006797","UP","biological_process","CU",0.000105765715752456,"control","CU.3.meses","FECAL","GO:0006082, GO:0044281, GO:0008152, GO:0006793, GO:0044237, GO:0071704, GO:0009987, GO:0043436","GO:0008152","metabolic process"
"764","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006799","UP","biological_process","CU",0.00401072793873162,"control","CU.3.meses","FECAL","GO:0006082, GO:0008152, GO:1901576, GO:0006793, GO:0009058, GO:0044249, GO:0044237, GO:0009987, GO:0043436, GO:0006797, GO:0044281, GO:0071704","GO:0008152","metabolic process"
"765","fecal.Control.control_vs_fecal.CU.3.meses","GO:0006814","DOWN","biological_process","CU",0.00809058112712981,"control","CU.3.meses","FECAL","GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0030001, GO:0006810","GO:0051179","localization"
"766","fecal.Control.control_vs_fecal.CU.3.meses","GO:0007049","DOWN","biological_process","CU",9.76902051316334e-11,"control","CU.3.meses","FECAL","GO:0009987","GO:0009987","cellular process"
"767","fecal.Control.control_vs_fecal.CU.3.meses","GO:0007165","DOWN","biological_process","CU",0.00344840279408601,"control","CU.3.meses","FECAL","GO:0065007, GO:0050794, GO:0007154, GO:0023052, GO:0051716, GO:0050789, GO:0009987, GO:0050896","GO:0065007","biological regulation"
"768","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008094","DOWN","molecular_function","CU",0.00218604617044628,"control","CU.3.meses","FECAL","GO:0140097, GO:0003824, GO:0140657, GO:0140640","GO:0003824","catalytic activity"
"769","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008137","UP","molecular_function","CU",0.00266473458347149,"control","CU.3.meses","FECAL","GO:0015399, GO:0055085, GO:0015453, GO:0022857, GO:0009055, GO:0022804, GO:0006810, GO:0005215, GO:0009987, GO:0050136, GO:0003954, GO:0051234, GO:0051179, GO:0003955, GO:0003824, GO:0016491, GO:0016651, GO:0016655","GO:0009055","electron transfer activity"
"770","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008184","DOWN","molecular_function","CU",2.07844827126991e-08,"control","CU.3.meses","FECAL","GO:0004645, GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"771","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008184","UP","molecular_function","CU",0.00114487954501969,"control","CU.3.meses","FECAL","GO:0004645, GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"772","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008218","UP","biological_process","CU",0.00258762684800949,"control","CU.3.meses","FECAL","GO:0008152, GO:0044237, GO:0009987","GO:0008152","metabolic process"
"773","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008234","UP","molecular_function","CU",0.000945894649056344,"control","CU.3.meses","FECAL","GO:0140096, GO:0003824, GO:0008233, GO:0016787","GO:0003824","catalytic activity"
"774","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008236","DOWN","molecular_function","CU",6.42283541429068e-08,"control","CU.3.meses","FECAL","GO:0140096, GO:0017171, GO:0003824, GO:0008233, GO:0016787","GO:0003824","catalytic activity"
"775","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008236","UP","molecular_function","CU",0.00140674584313653,"control","CU.3.meses","FECAL","GO:0140096, GO:0017171, GO:0003824, GO:0008233, GO:0016787","GO:0003824","catalytic activity"
"776","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008270","DOWN","molecular_function","CU",2.60395691403905e-10,"control","CU.3.meses","FECAL","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488","GO:0005488","binding"
"777","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008270","UP","molecular_function","CU",0.00205822720898909,"control","CU.3.meses","FECAL","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488","GO:0005488","binding"
"778","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008276","DOWN","molecular_function","CU",0.00673291334387391,"control","CU.3.meses","FECAL","GO:0140096, GO:0003824, GO:0008168, GO:0016740, GO:0016741","GO:0003824","catalytic activity"
"779","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008360","DOWN","biological_process","CU",0,"control","CU.3.meses","FECAL","GO:0065007, GO:0065008, GO:0050793, GO:0022604, GO:0000902, GO:0048856, GO:0009653, GO:0022603, GO:0032502, GO:0050789","GO:0065007","biological regulation"
"780","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008408","DOWN","molecular_function","CU",2.9094583990707e-08,"control","CU.3.meses","FECAL","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0016787","GO:0003824","catalytic activity"
"781","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008408","UP","molecular_function","CU",9.18191431941644e-05,"control","CU.3.meses","FECAL","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0016787","GO:0003824","catalytic activity"
"782","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008422","DOWN","molecular_function","CU",3.5414095898225e-13,"control","CU.3.meses","FECAL","GO:0003824, GO:0015926, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"783","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008422","UP","molecular_function","CU",4.09378785571645e-08,"control","CU.3.meses","FECAL","GO:0003824, GO:0015926, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"784","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008483","UP","molecular_function","CU",0.00147453401786814,"control","CU.3.meses","FECAL","GO:0016769, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"785","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008484","DOWN","molecular_function","CU",7.95469248209597e-09,"control","CU.3.meses","FECAL","GO:0016788, GO:0003824, GO:0016787","GO:0003824","catalytic activity"
"786","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008484","UP","molecular_function","CU",0.000193608770733173,"control","CU.3.meses","FECAL","GO:0016788, GO:0003824, GO:0016787","GO:0003824","catalytic activity"
"787","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008643","UP","biological_process","CU",0.00949940078651876,"control","CU.3.meses","FECAL","GO:0051234, GO:0051179, GO:0006810, GO:0071702","GO:0051179","localization"
"788","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008658","DOWN","molecular_function","CU",2.60395691403905e-10,"control","CU.3.meses","FECAL","GO:0033293, GO:1901363, GO:1901681, GO:0043167, GO:0043177, GO:0036094, GO:0043168, GO:0005488, GO:0031406, GO:0097159, GO:0033218","GO:0005488","binding"
"789","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008658","UP","molecular_function","CU",5.06675273065218e-06,"control","CU.3.meses","FECAL","GO:0033293, GO:1901363, GO:1901681, GO:0043167, GO:0043177, GO:0036094, GO:0043168, GO:0005488, GO:0031406, GO:0097159, GO:0033218","GO:0005488","binding"
"790","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008661","DOWN","molecular_function","CU",0.000323648051457445,"control","CU.3.meses","FECAL","GO:0016744, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"791","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008705","UP","molecular_function","CU",0.000691725321736008,"control","CU.3.meses","FECAL","GO:0006082, GO:0170033, GO:0170034, GO:1901564, GO:0006520, GO:0008168, GO:1901566, GO:0009058, GO:0170039, GO:0044238, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0042084, GO:0003824, GO:0016053, GO:0009086, GO:0008172, GO:0006790, GO:0009067, GO:0009066, GO:0008152, GO:1901576, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0006555, GO:0046394, GO:1901605, GO:0044272, GO:1901607, GO:0000097, GO:0000096, GO:0006807, GO:0019752, GO:0016740, GO:0071704, GO:0016741","GO:0003824","catalytic activity"
"792","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008760","DOWN","molecular_function","CU",5.8962916113181e-05,"control","CU.3.meses","FECAL","GO:0003824, GO:0016740, GO:0016765","GO:0003824","catalytic activity"
"793","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008795","UP","molecular_function","CU",0.000369809480377338,"control","CU.3.meses","FECAL","GO:0016879, GO:0003824, GO:0016880, GO:0016874","GO:0003824","catalytic activity"
"794","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008808","UP","molecular_function","CU",0.00162538367984272,"control","CU.3.meses","FECAL","GO:0003824, GO:0016780, GO:0030572, GO:0016772, GO:0016740","GO:0003824","catalytic activity"
"795","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008861","UP","molecular_function","CU",0.00236862150318692,"control","CU.3.meses","FECAL","GO:0016746, GO:0016747, GO:0016407, GO:0003824, GO:0016408, GO:0016453, GO:0016740","GO:0003824","catalytic activity"
"796","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008878","DOWN","molecular_function","CU",0.00106167524755842,"control","CU.3.meses","FECAL","GO:0016779, GO:0003824, GO:0070566, GO:0016772, GO:0016740","GO:0003824","catalytic activity"
"797","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008901","UP","molecular_function","CU",0.00202378778447698,"control","CU.3.meses","FECAL","GO:0016491, GO:0003824, GO:0016695, GO:0016699","GO:0003824","catalytic activity"
"798","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008955","DOWN","molecular_function","CU",0.00397064316435893,"control","CU.3.meses","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"799","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008955","UP","molecular_function","CU",0.000899160231903337,"control","CU.3.meses","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"800","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008976","UP","molecular_function","CU",0.0101985201371021,"control","CU.3.meses","FECAL","GO:0003824, GO:0016772, GO:0016740, GO:0016301, GO:0016776","GO:0003824","catalytic activity"
"801","fecal.Control.control_vs_fecal.CU.3.meses","GO:0008998","DOWN","molecular_function","CU",3.98941563881571e-05,"control","CU.3.meses","FECAL","GO:0016725, GO:0003824, GO:0016491, GO:0016728","GO:0003824","catalytic activity"
"802","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009002","DOWN","molecular_function","CU",9.11969113369184e-08,"control","CU.3.meses","FECAL","GO:0004180, GO:0140096, GO:0017171, GO:0003824, GO:0008236, GO:0004185, GO:0008233, GO:0008238, GO:0070008, GO:0016787","GO:0003824","catalytic activity"
"803","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009007","DOWN","molecular_function","CU",0.00317669096914408,"control","CU.3.meses","FECAL","GO:0140097, GO:0003824, GO:0008168, GO:0016740, GO:0008757, GO:0016741, GO:0009008, GO:0140640","GO:0003824","catalytic activity"
"804","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009035","UP","molecular_function","CU",0.00462627077544346,"control","CU.3.meses","FECAL","GO:0016788, GO:0016888, GO:1901360, GO:0044238, GO:0004520, GO:0044237, GO:0043170, GO:0046483, GO:0004536, GO:0140657, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0016893, GO:0015666, GO:0090304, GO:0008094, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0015616, GO:0071704, GO:0016787, GO:0140640","GO:0140657","ATP-dependent activity"
"805","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009044","UP","molecular_function","CU",0.00412194200607799,"control","CU.3.meses","FECAL","GO:0097599, GO:0003824, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"806","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009113","DOWN","biological_process","CU",0.00417629061415867,"control","CU.3.meses","FECAL","GO:1901360, GO:0009112, GO:1901362, GO:1901564, GO:0009058, GO:0006144, GO:1901566, GO:0044238, GO:0044237, GO:0044281, GO:0046483, GO:0018130, GO:0072521, GO:0034641, GO:0072522, GO:0055086, GO:0008152, GO:1901576, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0046112, GO:0006807, GO:0071704, GO:0019438","GO:0008152","metabolic process"
"807","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009113","UP","biological_process","CU",0.00102194865067684,"control","CU.3.meses","FECAL","GO:1901360, GO:0009112, GO:1901362, GO:1901564, GO:0009058, GO:0006144, GO:1901566, GO:0044238, GO:0044237, GO:0044281, GO:0046483, GO:0018130, GO:0072521, GO:0034641, GO:0072522, GO:0055086, GO:0008152, GO:1901576, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0046112, GO:0006807, GO:0071704, GO:0019438","GO:0008152","metabolic process"
"808","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009166","DOWN","biological_process","CU",0.00134104729602823,"control","CU.3.meses","FECAL","GO:0019439, GO:0019637, GO:1901361, GO:1901360, GO:0009056, GO:0046434, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0034641, GO:1901292, GO:0055086, GO:0008152, GO:0046700, GO:1901575, GO:0006793, GO:0044248, GO:0006139, GO:0006796, GO:0009987, GO:0006753, GO:0044270, GO:0006725, GO:0006807, GO:0034655, GO:0071704","GO:0008152","metabolic process"
"809","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009166","UP","biological_process","CU",0.00921755989880165,"control","CU.3.meses","FECAL","GO:0019439, GO:0019637, GO:1901361, GO:1901360, GO:0009056, GO:0046434, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0034641, GO:1901292, GO:0055086, GO:0008152, GO:0046700, GO:1901575, GO:0006793, GO:0044248, GO:0006139, GO:0006796, GO:0009987, GO:0006753, GO:0044270, GO:0006725, GO:0006807, GO:0034655, GO:0071704","GO:0008152","metabolic process"
"810","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009228","DOWN","biological_process","CU",0.00106167524755842,"control","CU.3.meses","FECAL","GO:1901360, GO:1901362, GO:0009110, GO:1901564, GO:0006066, GO:0009058, GO:1901566, GO:0044237, GO:0006766, GO:0044281, GO:1901617, GO:0046483, GO:0044283, GO:0034309, GO:0034308, GO:0018130, GO:0046165, GO:0034641, GO:0072528, GO:0072527, GO:0042723, GO:0042724, GO:0006790, GO:0008152, GO:0006772, GO:1901576, GO:0042364, GO:0044249, GO:1901615, GO:0009987, GO:0006725, GO:0044272, GO:0006767, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0008152","metabolic process"
"811","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009228","UP","biological_process","CU",0.00610926826126373,"control","CU.3.meses","FECAL","GO:1901360, GO:1901362, GO:0009110, GO:1901564, GO:0006066, GO:0009058, GO:1901566, GO:0044237, GO:0006766, GO:0044281, GO:1901617, GO:0046483, GO:0044283, GO:0034309, GO:0034308, GO:0018130, GO:0046165, GO:0034641, GO:0072528, GO:0072527, GO:0042723, GO:0042724, GO:0006790, GO:0008152, GO:0006772, GO:1901576, GO:0042364, GO:0044249, GO:1901615, GO:0009987, GO:0006725, GO:0044272, GO:0006767, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0008152","metabolic process"
"812","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009252","DOWN","biological_process","CU",0,"control","CU.3.meses","FECAL","GO:0009273, GO:0006024, GO:1901564, GO:0006022, GO:0009059, GO:0044038, GO:1901566, GO:0006023, GO:0009058, GO:0044237, GO:0043170, GO:0044085, GO:0071554, GO:0030203, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0006807, GO:0000270, GO:0071840, GO:0071704","GO:0008152","metabolic process"
"813","fecal.Control.control_vs_fecal.CU.3.meses","GO:0009252","UP","biological_process","CU",0.000407837788242596,"control","CU.3.meses","FECAL","GO:0009273, GO:0006024, GO:1901564, GO:0006022, GO:0009059, GO:0044038, GO:1901566, GO:0006023, GO:0009058, GO:0044237, GO:0043170, GO:0044085, GO:0071554, GO:0030203, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0006807, GO:0000270, GO:0071840, GO:0071704","GO:0008152","metabolic process"
