"","GROUP","ONTOLOGY","UP_DOWN","ONT_DESCRIPTION","Disease","EA_VALUE","GROUP_1","GROUP_2","sample","ANCESTORS","first_ancestor","first_ancestor_name"
"1","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000049","DOWN","molecular_function","CU",3.80769203831106e-05,"CU.3.meses","CU.debut","FECAL","GO:0003676, GO:0003723, GO:0097159, GO:0005488","GO:0005488","binding"
"2","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000150","DOWN","molecular_function","CU",1.73069601965422e-07,"CU.3.meses","CU.debut","FECAL","GO:0090304, GO:0140097, GO:1901360, GO:0008152, GO:0006310, GO:0044238, GO:0006259, GO:0044237, GO:0006139, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0003824, GO:0006807, GO:0034641, GO:0071704, GO:0140640","GO:0008152","metabolic process"
"3","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000155","DOWN","molecular_function","CU",0,"CU.3.meses","CU.debut","FECAL","GO:0019538, GO:0036211, GO:0007154, GO:1901564, GO:0006468, GO:0044238, GO:0044237, GO:0043170, GO:0050794, GO:0018193, GO:0003824, GO:0000160, GO:0016772, GO:0016310, GO:0016773, GO:0035556, GO:0050896, GO:0016775, GO:0140299, GO:0065007, GO:0140096, GO:0007165, GO:0008152, GO:0004672, GO:0006793, GO:0004673, GO:0043412, GO:0006796, GO:0009987, GO:0006807, GO:0023052, GO:0051716, GO:0018202, GO:0016740, GO:0050789, GO:0016301, GO:0071704, GO:0018106","GO:0003824","catalytic activity"
"4","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000155","UP","molecular_function","CU",1.44831426018843e-09,"CU.3.meses","CU.debut","FECAL","GO:0019538, GO:0036211, GO:0007154, GO:1901564, GO:0006468, GO:0044238, GO:0044237, GO:0043170, GO:0050794, GO:0018193, GO:0003824, GO:0000160, GO:0016772, GO:0016310, GO:0016773, GO:0035556, GO:0050896, GO:0016775, GO:0140299, GO:0065007, GO:0140096, GO:0007165, GO:0008152, GO:0004672, GO:0006793, GO:0004673, GO:0043412, GO:0006796, GO:0009987, GO:0006807, GO:0023052, GO:0051716, GO:0018202, GO:0016740, GO:0050789, GO:0016301, GO:0071704, GO:0018106","GO:0003824","catalytic activity"
"5","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000287","DOWN","molecular_function","CU",3.69508326860201e-09,"CU.3.meses","CU.debut","FECAL","GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488","GO:0005488","binding"
"6","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000716","DOWN","biological_process","CU",3.79761557015949e-08,"CU.3.meses","CU.debut","FECAL","GO:0006281, GO:1901360, GO:0000715, GO:0006283, GO:0006289, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008152, GO:0006996, GO:0006974, GO:0006259, GO:0006139, GO:0009987, GO:0006950, GO:0006725, GO:0051276, GO:0006807, GO:0016043, GO:0051716, GO:0071840, GO:0071704","GO:0050896","response to stimulus"
"7","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000716","UP","biological_process","CU",0.00678117670372759,"CU.3.meses","CU.debut","FECAL","GO:0006281, GO:1901360, GO:0000715, GO:0006283, GO:0006289, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008152, GO:0006996, GO:0006974, GO:0006259, GO:0006139, GO:0009987, GO:0006950, GO:0006725, GO:0051276, GO:0006807, GO:0016043, GO:0051716, GO:0071840, GO:0071704","GO:0050896","response to stimulus"
"8","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0000724","UP","biological_process","CU",0.00568143273035033,"CU.3.meses","CU.debut","FECAL","GO:0006281, GO:1901360, GO:0044238, GO:0044237, GO:0006302, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008152, GO:0000725, GO:0006310, GO:0006259, GO:0006974, GO:0006139, GO:0006950, GO:0009987, GO:0006725, GO:0006807, GO:0051716, GO:0071704","GO:0050896","response to stimulus"
"9","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0001666","UP","biological_process","CU",0.00489994704799807,"CU.3.meses","CU.debut","FECAL","GO:0070482, GO:0009628, GO:0036293, GO:0006950, GO:0050896","GO:0050896","response to stimulus"
"10","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0002161","DOWN","molecular_function","CU",1.48701155913491e-05,"CU.3.meses","CU.debut","FECAL","GO:0016788, GO:1901360, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0016070, GO:0106074, GO:0003824, GO:0034641, GO:0140098, GO:0090304, GO:0065007, GO:0065008, GO:0006450, GO:0034660, GO:0008152, GO:0006399, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0052689, GO:0016787, GO:0140101, GO:0140640","GO:0003824","catalytic activity"
"11","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003678","DOWN","molecular_function","CU",0,"CU.3.meses","CU.debut","FECAL","GO:0032392, GO:0008094, GO:0140097, GO:0004386, GO:0006996, GO:0009987, GO:0003824, GO:0051276, GO:0140657, GO:0032508, GO:0016043, GO:0071840, GO:0071103, GO:0140640","GO:0009987","cellular process"
"12","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003678","UP","molecular_function","CU",0.00225377468819657,"CU.3.meses","CU.debut","FECAL","GO:0032392, GO:0008094, GO:0140097, GO:0004386, GO:0006996, GO:0009987, GO:0003824, GO:0051276, GO:0140657, GO:0032508, GO:0016043, GO:0071840, GO:0071103, GO:0140640","GO:0009987","cellular process"
"13","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003684","DOWN","molecular_function","CU",9.14593734080427e-12,"CU.3.meses","CU.debut","FECAL","GO:0003676, GO:0003677, GO:0097159, GO:0005488","GO:0005488","binding"
"14","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003684","UP","molecular_function","CU",0.00370370238653665,"CU.3.meses","CU.debut","FECAL","GO:0003676, GO:0003677, GO:0097159, GO:0005488","GO:0005488","binding"
"15","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003844","DOWN","molecular_function","CU",3.16525045479864e-06,"CU.3.meses","CU.debut","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"16","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003844","UP","molecular_function","CU",0.00558921742170358,"CU.3.meses","CU.debut","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"17","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003887","DOWN","molecular_function","CU",5.77072833962688e-10,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0141187, GO:0090304, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003824","catalytic activity"
"18","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003887","UP","molecular_function","CU",0.0040484936817436,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0141187, GO:0090304, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003824","catalytic activity"
"19","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003896","DOWN","molecular_function","CU",3.39379901458555e-06,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:1901362, GO:0006260, GO:0006261, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0006269, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0003824, GO:0034641, GO:0016772, GO:0097747, GO:0140098, GO:0141187, GO:0090304, GO:0016779, GO:0034062, GO:0008152, GO:1901576, GO:0044249, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0003899, GO:0006807, GO:0034654, GO:0032774, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003824","catalytic activity"
"20","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003896","UP","molecular_function","CU",8.22662009710491e-05,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:1901362, GO:0006260, GO:0006261, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0006269, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0003824, GO:0034641, GO:0016772, GO:0097747, GO:0140098, GO:0141187, GO:0090304, GO:0016779, GO:0034062, GO:0008152, GO:1901576, GO:0044249, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0003899, GO:0006807, GO:0034654, GO:0032774, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003824","catalytic activity"
"21","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003917","DOWN","molecular_function","CU",4.43209125965506e-10,"CU.3.meses","CU.debut","FECAL","GO:0140097, GO:0003824, GO:0003916, GO:0016853, GO:0140640","GO:0003824","catalytic activity"
"22","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003917","UP","molecular_function","CU",0.00149887648630722,"CU.3.meses","CU.debut","FECAL","GO:0140097, GO:0003824, GO:0003916, GO:0016853, GO:0140640","GO:0003824","catalytic activity"
"23","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003918","DOWN","molecular_function","CU",2.52988693082103e-06,"CU.3.meses","CU.debut","FECAL","GO:0008094, GO:0140097, GO:0003824, GO:0140657, GO:0003916, GO:0016853, GO:0140640","GO:0003824","catalytic activity"
"24","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003924","DOWN","molecular_function","CU",0.000121945917617629,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0016817, GO:0016818, GO:0017111, GO:0016462, GO:0016787","GO:0003824","catalytic activity"
"25","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003924","UP","molecular_function","CU",0.00578675178086858,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0016817, GO:0016818, GO:0017111, GO:0016462, GO:0016787","GO:0003824","catalytic activity"
"26","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003952","DOWN","molecular_function","CU",0.000746600047605008,"CU.3.meses","CU.debut","FECAL","GO:0016879, GO:0003824, GO:0016884, GO:0016874","GO:0003824","catalytic activity"
"27","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003964","UP","molecular_function","CU",2.81515288624272e-08,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0016772, GO:0034641, GO:0141187, GO:0090304, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006278, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003824","catalytic activity"
"28","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003979","UP","molecular_function","CU",0.00149887648630722,"CU.3.meses","CU.debut","FECAL","GO:0016614, GO:0016616, GO:0003824, GO:0016491","GO:0003824","catalytic activity"
"29","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0003984","DOWN","molecular_function","CU",6.21468173814163e-06,"CU.3.meses","CU.debut","FECAL","GO:0016744, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"30","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004022","UP","molecular_function","CU",0.00474023790003168,"CU.3.meses","CU.debut","FECAL","GO:0016614, GO:0016616, GO:0016491, GO:0003824, GO:0018455","GO:0003824","catalytic activity"
"31","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004066","DOWN","molecular_function","CU",0.000246569335288729,"CU.3.meses","CU.debut","FECAL","GO:0016879, GO:0003824, GO:0016884, GO:0016874","GO:0003824","catalytic activity"
"32","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004088","DOWN","molecular_function","CU",8.76155354349745e-05,"CU.3.meses","CU.debut","FECAL","GO:0016879, GO:0003824, GO:0016884, GO:0016874","GO:0003824","catalytic activity"
"33","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004129","UP","molecular_function","CU",1.33866548867001e-05,"CU.3.meses","CU.debut","FECAL","GO:0015399, GO:0015453, GO:0015078, GO:0009055, GO:0022804, GO:0015075, GO:0008324, GO:0098660, GO:0005215, GO:0022890, GO:0006811, GO:0006812, GO:0003824, GO:0016491, GO:0098655, GO:0016675, GO:0055085, GO:0022857, GO:0034220, GO:0022853, GO:1902600, GO:0006810, GO:0009987, GO:0098662, GO:0051179, GO:0051234, GO:0015318","GO:0009055","electron transfer activity"
"34","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004134","DOWN","molecular_function","CU",0.000800555318804445,"CU.3.meses","CU.debut","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"35","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004134","UP","molecular_function","CU",0.0031099929318099,"CU.3.meses","CU.debut","FECAL","GO:0016757, GO:0016758, GO:0003824, GO:0016740","GO:0003824","catalytic activity"
"36","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004176","DOWN","molecular_function","CU",2.83454851565976e-09,"CU.3.meses","CU.debut","FECAL","GO:0140096, GO:0003824, GO:0140657, GO:0008233, GO:0016787","GO:0003824","catalytic activity"
"37","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004176","UP","molecular_function","CU",0.000310286237909225,"CU.3.meses","CU.debut","FECAL","GO:0140096, GO:0003824, GO:0140657, GO:0008233, GO:0016787","GO:0003824","catalytic activity"
"38","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004355","DOWN","molecular_function","CU",2.09833609016163e-07,"CU.3.meses","CU.debut","FECAL","GO:0016638, GO:0003824, GO:0016639, GO:0016491, GO:0045181, GO:0015930","GO:0003824","catalytic activity"
"39","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004356","DOWN","molecular_function","CU",3.69500400851177e-05,"CU.3.meses","CU.debut","FECAL","GO:0016879, GO:0003824, GO:0016880, GO:0016211, GO:0016874","GO:0003824","catalytic activity"
"40","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004360","DOWN","molecular_function","CU",0.000515942301151039,"CU.3.meses","CU.debut","FECAL","GO:0016769, GO:0003824, GO:0008483, GO:0016740, GO:0070548","GO:0003824","catalytic activity"
"41","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004386","DOWN","molecular_function","CU",1.02042515862387e-07,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0140657, GO:0140640","GO:0003824","catalytic activity"
"42","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004386","UP","molecular_function","CU",0.00733746257068852,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0140657, GO:0140640","GO:0003824","catalytic activity"
"43","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004427","UP","molecular_function","CU",0.00302981012165557,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0016817, GO:0016818, GO:0016462, GO:0016787","GO:0003824","catalytic activity"
"44","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004514","DOWN","molecular_function","CU",0.00710446991702404,"CU.3.meses","CU.debut","FECAL","GO:0016757, GO:0003824, GO:0016740, GO:0016763","GO:0003824","catalytic activity"
"45","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004523","UP","molecular_function","CU",0.00149887648630722,"CU.3.meses","CU.debut","FECAL","GO:0016788, GO:0004540, GO:0004521, GO:0003824, GO:0004519, GO:0004518, GO:0016891, GO:0016893, GO:0140098, GO:0016787, GO:0140640","GO:0003824","catalytic activity"
"46","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004527","DOWN","molecular_function","CU",2.18081593749352e-06,"CU.3.meses","CU.debut","FECAL","GO:0016788, GO:0003824, GO:0004518, GO:0016787","GO:0003824","catalytic activity"
"47","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004553","DOWN","molecular_function","CU",4.22160591206922e-10,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"48","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004553","UP","molecular_function","CU",0.00148818235773774,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"49","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004563","DOWN","molecular_function","CU",0.000800555318804445,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0015929, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"50","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004563","UP","molecular_function","CU",0.00315381298476938,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0015929, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"51","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004565","DOWN","molecular_function","CU",9.74909963596266e-08,"CU.3.meses","CU.debut","FECAL","GO:0003824, GO:0015925, GO:0004553, GO:0016798, GO:0016787","GO:0003824","catalytic activity"
"52","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004743","DOWN","molecular_function","CU",0.00670850205723199,"CU.3.meses","CU.debut","FECAL","GO:0006082, GO:0019439, GO:0019637, GO:0009150, GO:0006163, GO:0009199, GO:0009154, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0019362, GO:0016052, GO:0019364, GO:0016772, GO:0016773, GO:0009191, GO:0006091, GO:0009166, GO:0006096, GO:0008152, GO:0046700, GO:0044248, GO:0006139, GO:0043436, GO:0009205, GO:0046031, GO:0006725, GO:0046032, GO:0006807, GO:0046034, GO:0034655, GO:0019752, GO:0006090, GO:1901361, GO:1901360, GO:0009134, GO:0009056, GO:0009132, GO:0009259, GO:1901565, GO:1901564, GO:0009137, GO:0009179, GO:0009135, GO:0046434, GO:0046483, GO:0072521, GO:0003824, GO:0072524, GO:0072523, GO:0034641, GO:0032787, GO:0072526, GO:0009185, GO:0009141, GO:0009261, GO:1901292, GO:0055086, GO:0009144, GO:0006195, GO:1901136, GO:1901135, GO:1901575, GO:0006793, GO:0009987, GO:0006796, GO:0006753, GO:0044270, GO:0005975, GO:0019693, GO:0046496, GO:0009181, GO:0016740, GO:0071704","GO:0008152","metabolic process"
"53","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004822","DOWN","molecular_function","CU",0.000233541376245834,"CU.3.meses","CU.debut","FECAL","GO:0004812, GO:0003824, GO:0140098, GO:0016874, GO:0016875, GO:0140640, GO:0140101","GO:0003824","catalytic activity"
"54","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004823","DOWN","molecular_function","CU",0.0024419792369184,"CU.3.meses","CU.debut","FECAL","GO:0004812, GO:0003824, GO:0140098, GO:0016874, GO:0016875, GO:0140640, GO:0140101","GO:0003824","catalytic activity"
"55","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004825","DOWN","molecular_function","CU",0.00485806017632393,"CU.3.meses","CU.debut","FECAL","GO:0004812, GO:0003824, GO:0140098, GO:0016874, GO:0016875, GO:0140101, GO:0140640","GO:0003824","catalytic activity"
"56","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004832","DOWN","molecular_function","CU",0.000500100599614048,"CU.3.meses","CU.debut","FECAL","GO:0004812, GO:0003824, GO:0140098, GO:0016874, GO:0016875, GO:0140101, GO:0140640","GO:0003824","catalytic activity"
"57","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0004888","DOWN","molecular_function","CU",1.44427430383705e-05,"CU.3.meses","CU.debut","FECAL","GO:0060089, GO:0038023","GO:0060089","molecular transducer activity"
"58","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005436","DOWN","molecular_function","CU",2.8885006658693e-05,"CU.3.meses","CU.debut","FECAL","GO:0022804, GO:0015075, GO:0008324, GO:0015294, GO:0015370, GO:0015293, GO:0046873, GO:0015291, GO:0098660, GO:0005215, GO:0022890, GO:0006814, GO:0006811, GO:0006812, GO:0098655, GO:0030001, GO:0055085, GO:0022857, GO:0034220, GO:0022853, GO:0015081, GO:0006810, GO:0009987, GO:0051234, GO:0051179, GO:0098662, GO:0035725, GO:0015318","GO:0005215","transporter activity"
"59","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005524","DOWN","molecular_function","CU",0,"CU.3.meses","CU.debut","FECAL","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0000166, GO:0032559, GO:0097159, GO:0035639, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005488","binding"
"60","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005524","UP","molecular_function","CU",3.9276274540393e-14,"CU.3.meses","CU.debut","FECAL","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0000166, GO:0032559, GO:0097159, GO:0035639, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005488","binding"
"61","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005525","DOWN","molecular_function","CU",3.07979164587691e-06,"CU.3.meses","CU.debut","FECAL","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0000166, GO:0097159, GO:0035639, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005488","binding"
"62","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005669","UP","cellular_component","CU",0.0011129043732966,"CU.3.meses","CU.debut","FECAL","GO:1902494, GO:0043229, GO:0061695, GO:0090575, GO:0043226, GO:0005654, GO:0043227, GO:0005667, GO:0140513, GO:0140535, GO:0016591, GO:0043231, GO:0030880, GO:0031974, GO:0055029, GO:0000428, GO:0043233, GO:0110165, GO:0005622, GO:0005634, GO:1990234, GO:0070013, GO:0031981, GO:0032991","GO:0110165","cellular anatomical entity"
"63","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005694","DOWN","cellular_component","CU",2.67109571498262e-10,"CU.3.meses","CU.debut","FECAL","GO:0043229, GO:0043232, GO:0110165, GO:0043226, GO:0005622, GO:0043228","GO:0110165","cellular anatomical entity"
"64","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005694","UP","cellular_component","CU",6.9299432858827e-10,"CU.3.meses","CU.debut","FECAL","GO:0043229, GO:0043232, GO:0110165, GO:0043226, GO:0005622, GO:0043228","GO:0110165","cellular anatomical entity"
"65","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005737","DOWN","cellular_component","CU",3.70971554550505e-10,"CU.3.meses","CU.debut","FECAL","GO:0110165, GO:0005622","GO:0110165","cellular anatomical entity"
"66","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005740","UP","cellular_component","CU",0.00558921742170358,"CU.3.meses","CU.debut","FECAL","GO:0031967, GO:0043229, GO:0005737, GO:0043231, GO:0005739, GO:0110165, GO:0043226, GO:0005622, GO:0043227","GO:0110165","cellular anatomical entity"
"67","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005743","UP","cellular_component","CU",1.1559339263556e-08,"CU.3.meses","CU.debut","FECAL","GO:0043229, GO:0110165, GO:0043226, GO:0031090, GO:0005740, GO:0005622, GO:0043227, GO:0031967, GO:0031966, GO:0005737, GO:0043231, GO:0016020, GO:0005739, GO:0019866","GO:0110165","cellular anatomical entity"
"68","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005747","UP","cellular_component","CU",5.5023438168686e-05,"CU.3.meses","CU.debut","FECAL","GO:1902494, GO:0043229, GO:1902495, GO:0043226, GO:1990351, GO:0043227, GO:0098796, GO:0030964, GO:0005746, GO:0045271, GO:1990204, GO:0043231, GO:0098798, GO:0070469, GO:0019866, GO:0110165, GO:0005740, GO:0031090, GO:0005622, GO:0005743, GO:0031967, GO:0031966, GO:0098800, GO:0005737, GO:0016020, GO:0005739, GO:0098803, GO:0032991","GO:0110165","cellular anatomical entity"
"69","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005847","UP","cellular_component","CU",0.00357697705069118,"CU.3.meses","CU.debut","FECAL","GO:0043229, GO:0005634, GO:0140513, GO:0043231, GO:0005849, GO:0032991, GO:0043226, GO:0110165, GO:0005622, GO:0043227","GO:0032991","protein-containing complex"
"70","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005879","UP","cellular_component","CU",0.00302981012165557,"CU.3.meses","CU.debut","FECAL","GO:0043229, GO:0015630, GO:0043226, GO:0042995, GO:0043228, GO:0005930, GO:0005874, GO:0043227, GO:0099568, GO:0005929, GO:0120025, GO:0099080, GO:0099081, GO:0043232, GO:0005881, GO:0110165, GO:0005622, GO:0097014, GO:0005856, GO:0005737, GO:0099512, GO:0032838, GO:0099513","GO:0110165","cellular anatomical entity"
"71","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005886","DOWN","cellular_component","CU",4.44073349521139e-11,"CU.3.meses","CU.debut","FECAL","GO:0016020, GO:0110165, GO:0071944","GO:0110165","cellular anatomical entity"
"72","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005975","DOWN","biological_process","CU",0,"CU.3.meses","CU.debut","FECAL","GO:0008152, GO:0044238, GO:0071704","GO:0008152","metabolic process"
"73","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005975","UP","biological_process","CU",0.000312376268388551,"CU.3.meses","CU.debut","FECAL","GO:0008152, GO:0044238, GO:0071704","GO:0008152","metabolic process"
"74","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0005978","DOWN","biological_process","CU",1.44355467750319e-11,"CU.3.meses","CU.debut","FECAL","GO:0009250, GO:0006091, GO:0015980, GO:0008152, GO:1901576, GO:0006112, GO:0009059, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0016051, GO:0000271, GO:0044042, GO:0071704","GO:0008152","metabolic process"
"75","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0006047","UP","biological_process","CU",0.00711141094734504,"CU.3.meses","CU.debut","FECAL","GO:1901360, GO:0055086, GO:0006040, GO:0008152, GO:1901135, GO:0009225, GO:0006793, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0006725, GO:0044281, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0008152","metabolic process"
"76","fecal.CU.3.meses_vs_fecal.CU.debut","GO:0006064","DOWN","biological_process","CU",0.00672856076645294,"CU.3.meses","CU.debut","FECAL","GO:0006082, GO:0009056, GO:0006063, GO:0008152, GO:1901575, GO:0044237, GO:0044248, GO:0009987, GO:0043436, GO:0044281, GO:0046395, GO:0044282, GO:0016054, GO:0019585, GO:0019752, GO:0071704, GO:0072329, GO:0032787","GO:0008152","metabolic process"
