"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"1081","GO:0009088","biological_process",0.00088371164931333,0.00768060689990155,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1082","GO:0019350","biological_process",0.00092178010961663,0.00797678977975605,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1083","GO:0004326","molecular_function",0.00092664808013354,0.0079843513456334,"FECAL","fecal.Control.control_vs_fecal.EC.6.meses","control","EC.6.meses","DOWN","EC"
"1084","GO:0008484","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1085","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1086","GO:0004560","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1087","GO:0004565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1088","GO:0017117","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1089","GO:0009339","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1090","GO:1990060","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1091","GO:1990065","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1092","GO:0005886","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1093","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1094","GO:0044799","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1095","GO:0008152","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1096","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1097","GO:0016052","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1098","GO:1990191","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1099","GO:1990154","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1100","GO:0043565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1101","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1102","GO:0009279","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1103","GO:1990230","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1104","GO:0015562","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1105","GO:0030246","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1106","GO:0009355","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1107","GO:1990351","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1108","GO:0004553","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1109","GO:0009341","cellular_component",2.22044604925031e-16,6.73916821545662e-15,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1110","GO:0004563","molecular_function",1.55431223447522e-15,4.57589521829505e-14,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1111","GO:0022857","molecular_function",1.55431223447522e-15,4.57589521829505e-14,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1112","GO:0003678","molecular_function",1.55431223447522e-15,4.57589521829505e-14,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1113","GO:0016887","molecular_function",2.55351295663786e-15,7.44311103400184e-14,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1114","GO:0071944","cellular_component",1.22124532708767e-14,3.5248492577903e-13,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1115","GO:0008236","molecular_function",2.23154827949656e-14,6.37832828625038e-13,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1116","GO:0030976","molecular_function",1.14241949233929e-13,3.23392594754506e-12,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1117","GO:0016787","molecular_function",1.35447209004269e-13,3.79768174579589e-12,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1118","GO:0042908","biological_process",2.12940776123105e-13,5.91412872553228e-12,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1119","GO:0042597","cellular_component",5.36903854708726e-13,1.47723826940419e-11,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1120","GO:0008658","molecular_function",3.29336558024806e-12,8.97747061875028e-11,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1121","GO:0046872","molecular_function",1.10160769395407e-11,2.97535142293648e-10,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1122","GO:0030288","cellular_component",6.00698379926712e-11,1.5932036310849e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1123","GO:0055072","biological_process",1.07458042464259e-10,2.82461140191767e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1124","GO:0017004","biological_process",1.20954357640812e-10,3.15123565393408e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1125","GO:0016798","molecular_function",1.84079973486462e-10,4.71244732125342e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1126","GO:0003917","molecular_function",2.11039963282644e-10,5.35604872331125e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1127","GO:0046556","molecular_function",2.75702571883585e-10,6.87854552224808e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1128","GO:0030983","molecular_function",2.96702662438975e-10,7.34027427075917e-09,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1129","GO:0000724","biological_process",4.89116525059785e-10,1.19996587481334e-08,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1130","GO:0008955","molecular_function",2.4879251991905e-09,6.05326593918746e-08,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1131","GO:0006261","biological_process",4.06223088500468e-09,9.80262928315884e-08,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1132","GO:0051539","molecular_function",4.79272244113815e-09,1.13788506989603e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1133","GO:0008422","molecular_function",6.15844375495556e-09,1.43892527099914e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1134","GO:0045493","biological_process",6.79497524913586e-09,1.57515016798866e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1135","GO:0009061","biological_process",1.19703795764536e-08,2.731844765355e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1136","GO:0005829","cellular_component",1.41598088809758e-08,3.20665210350713e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1137","GO:0016757","molecular_function",1.43853722267551e-08,3.23286533095931e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1138","GO:0006265","biological_process",1.86249365929925e-08,4.15392525225529e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1139","GO:0006515","biological_process",3.27404960920319e-08,7.24721958608586e-07,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1140","GO:0042802","molecular_function",9.07124795279657e-08,1.96365838037008e-06,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1141","GO:0004180","molecular_function",1.69474593136876e-07,3.61545798692002e-06,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1142","GO:0005694","cellular_component",1.85048431133872e-07,3.91929914574186e-06,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1143","GO:0006541","biological_process",1.99612844475894e-07,4.19757295812165e-06,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1144","GO:0006298","biological_process",3.27864008387024e-07,6.74987161322657e-06,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1145","GO:0020037","molecular_function",7.51420384137447e-07,1.51519288417852e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1146","GO:0046373","biological_process",8.85444727982687e-07,1.76131708052772e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1147","GO:0015093","molecular_function",1.01119072448697e-06,1.99794999522794e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1148","GO:0033104","cellular_component",1.13268628743057e-06,2.2230856201304e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1149","GO:0030170","molecular_function",1.88905508624604e-06,3.65880143020285e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1150","GO:0004176","molecular_function",2.9837620971751e-06,5.66722297682807e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1151","GO:0009002","molecular_function",3.14312500560021e-06,5.93164103620963e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1152","GO:0008901","molecular_function",3.74466446084742e-06,7.02184214823874e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1153","GO:0030163","biological_process",4.53534128752597e-06,8.45066123447878e-05,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1154","GO:0052865","biological_process",7.95946906517742e-06,0.00014645423079926,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1155","GO:0008408","molecular_function",1.09188119612469e-05,0.00019720848106693,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1156","GO:0050660","molecular_function",1.11281881225445e-05,0.00019976454776079,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1157","GO:0019829","molecular_function",1.15820036576952e-05,0.00020540613715816,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1158","GO:0031230","cellular_component",1.17470192582125e-05,0.00020708517782142,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1159","GO:0009326","cellular_component",1.21874617471374e-05,0.00021230702593829,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1160","GO:0034605","biological_process",1.23168070091939e-05,0.00021329811667686,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1161","GO:0009274","cellular_component",1.30079838220887e-05,0.00022395031796625,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1162","GO:0006974","biological_process",1.36229295535362e-05,0.0002331738639861,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1163","GO:0005886","cellular_component",1.39306662515493e-05,0.00023451570402989,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1164","GO:0031237","cellular_component",1.45775726350106e-05,0.00023451570402989,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1165","GO:1990197","cellular_component",1.45775726350106e-05,0.00023451570402989,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1166","GO:0071575","cellular_component",1.45775726350106e-05,0.00023451570402989,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1167","GO:0043171","biological_process",1.49500115563805e-05,0.00023920018490208,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1168","GO:0031419","molecular_function",1.7416863708819e-05,0.00027716349599331,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1169","GO:0009358","cellular_component",1.81550681987996e-05,0.00028430064243226,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1170","GO:0006799","biological_process",1.81550681987996e-05,0.00028430064243226,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1171","GO:0009252","biological_process",1.90594062577931e-05,0.00029688302657641,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1172","GO:0006811","biological_process",2.47254640444172e-05,0.00038311455866718,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1173","GO:0003979","molecular_function",2.74482685316269e-05,0.00041869275936326,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1174","GO:0043165","biological_process",2.76490667362461e-05,0.00041958171377066,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1175","GO:0032993","cellular_component",2.80365387510528e-05,0.00042327984657999,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1176","GO:0009103","biological_process",3.04304295846158e-05,0.00044570738655278,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1177","GO:0045910","biological_process",3.03630014695244e-05,0.00044570738655278,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1178","GO:0004386","molecular_function",3.2114390036142e-05,0.00046392386717843,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1179","GO:0043546","molecular_function",3.29800200642438e-05,0.00047362526375187,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1180","GO:0015297","molecular_function",3.846251593842e-05,0.00054967789768305,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1181","GO:0003887","molecular_function",4.86965920923899e-05,0.00067944439393362,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1182","GO:0009390","cellular_component",5.72420464224344e-05,0.00076950038661025,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1183","GO:0003984","molecular_function",6.23618616055754e-05,0.00083451509348551,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1184","GO:0006065","biological_process",6.91986571308423e-05,0.00090946806514821,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1185","GO:0009244","biological_process",7.22352747308808e-05,0.00094424481462508,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1186","GO:0042910","molecular_function",7.46544314185194e-05,0.00096820548941022,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1187","GO:0006518","biological_process",9.26670960172959e-05,0.00118613882902139,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1188","GO:0006537","biological_process",0.00010005683518521,0.00127518321552065,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1189","GO:0000287","molecular_function",0.00011060170921051,0.00139150184579379,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1190","GO:0006099","biological_process",0.00011401657537979,0.00142836084220474,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1191","GO:0008976","molecular_function",0.000115510367096,0.00144094288445187,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1192","GO:0009236","biological_process",0.00012075158808011,0.00149366670297419,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1193","GO:0019867","cellular_component",0.00012819492981863,0.00157910407274505,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1194","GO:1990077","cellular_component",0.00015178794924608,0.00179463342401797,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1195","GO:0009058","biological_process",0.00017428571149125,0.00205238853852097,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1196","GO:0000746","biological_process",0.0001847477754544,0.00215832321800705,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1197","GO:0071555","biological_process",0.0002233092086521,0.00254814848942552,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1198","GO:0008137","molecular_function",0.00022734358011311,0.00258416795310043,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1199","GO:0000716","biological_process",0.00025199990585544,0.00284248169669901,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1200","GO:0042128","biological_process",0.00025526744968362,0.00285744247858783,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1201","GO:0008661","molecular_function",0.00025996118919458,0.00288802166410884,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1202","GO:0042545","biological_process",0.00027676008912913,0.00298454836042555,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1203","GO:0009375","cellular_component",0.00028114313394,0.00302074958510725,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1204","GO:0003684","molecular_function",0.00028427715753121,0.00304331618826139,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1205","GO:0030964","cellular_component",0.00029282366461158,0.003100981541786,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1206","GO:0004673","molecular_function",0.00030855842485344,0.00323773648611083,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1207","GO:0008324","molecular_function",0.00030903666868109,0.00323773648611083,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1208","GO:0030145","molecular_function",0.00037875786984753,0.00389882226864036,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1209","GO:0043169","molecular_function",0.00038219472415757,0.00392049222271737,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1210","GO:0015299","molecular_function",0.00042328098990784,0.0043119004646668,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1211","GO:0008483","molecular_function",0.00043557566824015,0.00440664868487631,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1212","GO:0002098","biological_process",0.00043751702611638,0.00441113056468027,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1213","GO:0004034","molecular_function",0.00049136608097022,0.00479000576945807,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1214","GO:0006508","biological_process",0.00049514335825451,0.00481089784389863,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1215","GO:0015293","molecular_function",0.0004968370379097,0.0048114744723887,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1216","GO:0006269","biological_process",0.00053257344220147,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1217","GO:1990222","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1218","GO:1990196","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1219","GO:0044569","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1220","GO:0009234","biological_process",0.00056103686860753,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1221","GO:0009356","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1222","GO:1990281","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1223","GO:0060187","cellular_component",0.00059676817865206,0.0048266085658013,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1224","GO:0006430","biological_process",0.0006307204357282,0.00508723551447626,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1225","GO:0009035","molecular_function",0.00065342619278729,0.00521354014146352,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1226","GO:0006857","biological_process",0.0006534634212636,0.00521354014146352,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1227","GO:0033179","cellular_component",0.00066014930903035,0.00523848939564789,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1228","GO:0008705","molecular_function",0.00069269804849081,0.00545268196459079,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1229","GO:0004355","molecular_function",0.0007384527833627,0.00578259469662904,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1230","GO:0009254","biological_process",0.00076105460832642,0.00588856899536705,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1231","GO:0008270","molecular_function",0.00080201396715917,0.00616474035800888,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1232","GO:0009289","cellular_component",0.00080409656843594,0.00616474035800888,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1233","GO:0006006","biological_process",0.00083932954229115,0.00638497718993582,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1234","GO:0009381","molecular_function",0.00086299395281574,0.00649783682120094,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1235","GO:0015205","molecular_function",0.00087791321804942,0.00657626256550583,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1236","GO:0004813","molecular_function",0.00088051657039134,0.00657626256550583,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1237","GO:0006419","biological_process",0.00093263635764673,0.00693353898210096,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1238","GO:0000270","biological_process",0.00093634085879956,0.00694354531059427,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1239","GO:0006449","biological_process",0.00094912664000479,0.00702067544767365,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","UP","EC"
"1240","GO:0005524","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1241","GO:0005525","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1242","GO:0004565","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1243","GO:0071555","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1244","GO:0009252","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1245","GO:0003684","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1246","GO:0005886","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1247","GO:0006261","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1248","GO:0006265","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1249","GO:0005694","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1250","GO:0009847","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1251","GO:0003924","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1252","GO:0000155","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1253","GO:0051539","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1254","GO:0005737","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1255","GO:0009381","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1256","GO:1990077","cellular_component",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1257","GO:0000272","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1258","GO:0051301","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1259","GO:0052692","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1260","GO:0046872","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1261","GO:0000049","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1262","GO:0005975","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1263","GO:0005978","biological_process",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
"1264","GO:0042910","molecular_function",0,0,"FECAL","fecal.Control.control_vs_fecal.EC.debut","control","EC.debut","DOWN","EC"
